req_id,domain,requirement_text,requirement_type,category,quality_label,is_ambiguous,is_duplicate,duplicate_group,is_testable,ambiguous_terms,word_count,notes
REQ-01296,Hospital Pharmacy,The system shall allow pharmacists to add a comment to a substitute drug entry.,Functional,collaboration,well-formed,0,0,,1,,14,
REQ-01297,Hospital Pharmacy,The system shall send an email notification to the pharmacist when a medicine stock item is created.,Functional,notify,well-formed,0,0,,1,,17,
REQ-01298,Hospital Pharmacy,The system shall display a paginated list of prescription orders with twenty entries per page.,Functional,read,well-formed,0,0,,1,,15,
REQ-01299,Hospital Pharmacy,The system shall validate all mandatory fields of a prescription order before saving it.,Functional,validation,well-formed,0,0,,1,,14,
REQ-01300,Hospital Pharmacy,The system shall allow pharmacists to add a comment to a narcotic register entry.,Functional,collaboration,well-formed,0,0,,1,,14,
REQ-01301,Vehicle Rental,The system shall allow fleet administrators to assign roles and permissions to a user account.,Functional,authorization,well-formed,0,0,,1,,15,
REQ-01302,Vehicle Rental,The system shall allow renters to pay for a rental booking using a credit or debit card.,Functional,payment,well-formed,0,0,,1,,17,
REQ-01303,Vehicle Rental,The system shall allow renters to pay for a rental booking using a UPI transaction.,Functional,payment,well-formed,0,0,,1,,15,
REQ-01304,Vehicle Rental,The system shall generate a printable invoice for every completed rental booking.,Functional,payment,well-formed,0,0,,1,,12,
REQ-01305,Vehicle Rental,The system shall allow renters to request a refund for a cancelled rental booking.,Functional,payment,well-formed,0,0,,1,,14,
REQ-01306,Vehicle Rental,The system shall allow fleet administrators to apply a discount to a rental booking before payment.,Functional,payment,well-formed,0,0,,1,,16,
REQ-01307,Vehicle Rental,The system shall allow renters to view the payment history of all past rental bookings.,Functional,payment,well-formed,0,0,,1,,15,
REQ-01308,Vehicle Rental,The system shall mark a rental booking as failed if the payment gateway returns an error.,Functional,payment,well-formed,0,0,,1,,16,
REQ-01309,Vehicle Rental,The system shall record the date and time at which each return inspection is modified.,Functional,audit,well-formed,0,0,,1,,15,
REQ-01310,Vehicle Rental,The system shall display a paginated list of rental bookings with twenty entries per page.,Functional,read,well-formed,0,0,,1,,15,
REQ-01311,Vehicle Rental,The system shall allow renters to add a comment to a extension request.,Functional,collaboration,well-formed,0,0,,1,,13,
REQ-01312,Vehicle Rental,The system shall allow fleet administrators to archive a extension request older than one year.,Functional,archival,well-formed,0,0,,1,,15,
REQ-01313,Vehicle Rental,The system shall allow renters to view the details of a selected rental booking.,Functional,read,well-formed,0,0,,1,,14,
REQ-01314,Vehicle Rental,The system shall allow renters to attach a supporting document to a damage report.,Functional,attachment,well-formed,0,0,,1,,14,
REQ-01315,Vehicle Rental,The system shall allow fleet administrators to reject a driver licence record with a mandatory reason.,Functional,workflow,well-formed,0,0,,1,,16,
REQ-01316,Vehicle Rental,The system shall allow fleet administrators to reject a extension request with a mandatory reason.,Functional,workflow,well-formed,0,0,,1,,15,
REQ-01317,Vehicle Rental,The system shall allow fleet administrators to generate a monthly report of all damage reports.,Functional,report,well-formed,0,0,,1,,15,
REQ-01318,Vehicle Rental,The system shall allow renters to add a comment to a driver licence record.,Functional,collaboration,well-formed,0,0,,1,,14,
REQ-01319,Vehicle Rental,The system shall display the current status of each rental booking on the renter dashboard.,Functional,read,well-formed,0,0,,1,,15,
REQ-01320,Vehicle Rental,The system shall allow renters to download a insurance record as a PDF document.,Functional,export,well-formed,0,0,,1,,14,
REQ-01321,Vehicle Rental,The system shall prevent a renter from submitting a duplicate pickup schedule.,Functional,validation,well-formed,0,0,,1,,12,
REQ-01322,Vehicle Rental,The system shall restrict access to a maintenance log to the renter who created it.,Functional,authorization,well-formed,0,0,,1,,15,
REQ-01323,Vehicle Rental,The system shall restrict access to a vehicle listing to the renter who created it.,Functional,authorization,well-formed,0,0,,1,,15,
REQ-01324,Vehicle Rental,The system shall validate all mandatory fields of a damage report before saving it.,Functional,validation,well-formed,0,0,,1,,14,
REQ-01325,Vehicle Rental,The system shall allow renters to filter the list of return inspections by status.,Functional,search,well-formed,0,0,,1,,14,
REQ-01326,Vehicle Rental,The system shall allow renters to delete a driver licence record that is no longer required.,Functional,delete,well-formed,0,0,,1,,16,
REQ-01327,Vehicle Rental,The system shall allow renters to attach a supporting document to a insurance record.,Functional,attachment,well-formed,0,0,,1,,14,
REQ-01328,Vehicle Rental,The system shall allow renters to update an existing damage report.,Functional,update,well-formed,0,0,,1,,11,
REQ-01329,Vehicle Rental,The system shall allow renters to add a comment to a insurance record.,Functional,collaboration,well-formed,0,0,,1,,13,
REQ-01330,Vehicle Rental,The system shall validate all mandatory fields of a pickup schedule before saving it.,Functional,validation,well-formed,0,0,,1,,14,
REQ-01331,Vehicle Rental,The system shall allow fleet administrators to approve a damage report submitted by a renter.,Functional,workflow,well-formed,0,0,,1,,15,
REQ-01332,Vehicle Rental,The system shall allow fleet administrators to reject a damage report with a mandatory reason.,Functional,workflow,well-formed,0,0,,1,,15,
REQ-01333,Vehicle Rental,The system shall allow fleet administrators to view a dashboard summarising pickup schedule counts by status.,Functional,report,well-formed,0,0,,1,,16,
REQ-01334,Vehicle Rental,The system shall allow renters to add a comment to a vehicle listing.,Functional,collaboration,well-formed,0,0,,1,,13,
REQ-01335,Vehicle Rental,The system shall allow renters to search for a rental booking by vehicle model.,Functional,search,well-formed,0,0,,1,,14,
REQ-01336,Vehicle Rental,The system shall allow renters to sort the list of return inspections by date of creation.,Functional,search,well-formed,0,0,,1,,16,
REQ-01337,Vehicle Rental,The system shall allow renters to delete a damage report that is no longer required.,Functional,delete,well-formed,0,0,,1,,15,
REQ-01338,Vehicle Rental,The system shall allow fleet administrators to reject a security deposit record with a mandatory reason.,Functional,workflow,well-formed,0,0,,1,,16,
REQ-01339,Vehicle Rental,The system shall allow fleet administrators to approve a rental booking submitted by a renter.,Functional,workflow,well-formed,0,0,,1,,15,
REQ-01340,Vehicle Rental,The system shall restrict access to a damage report to the renter who created it.,Functional,authorization,well-formed,0,0,,1,,15,
REQ-01341,Vehicle Rental,The system shall display the current status of each insurance record on the renter dashboard.,Functional,read,well-formed,0,0,,1,,15,
REQ-01342,Vehicle Rental,The system shall allow renters to filter the list of driver licence records by status.,Functional,search,well-formed,0,0,,1,,15,
REQ-01343,Vehicle Rental,The system shall restrict access to a return inspection to the renter who created it.,Functional,authorization,well-formed,0,0,,1,,15,
REQ-01344,Vehicle Rental,The system shall maintain an audit log of every change made to a insurance record.,Functional,audit,well-formed,0,0,,1,,15,
REQ-01345,Vehicle Rental,The system shall allow fleet administrators to approve a extension request submitted by a renter.,Functional,workflow,well-formed,0,0,,1,,15,
REQ-01346,Vehicle Rental,The system shall allow fleet administrators to view a dashboard summarising damage report counts by status.,Functional,report,well-formed,0,0,,1,,16,
REQ-01347,Vehicle Rental,The system shall allow renters to create a new insurance record.,Functional,create,well-formed,0,0,,1,,11,
REQ-01348,Vehicle Rental,The system shall allow renters to sort the list of vehicle listings by date of creation.,Functional,search,well-formed,0,0,,1,,16,
REQ-01349,Vehicle Rental,The system shall allow renters to update an existing return inspection.,Functional,update,well-formed,0,0,,1,,11,
REQ-01350,Vehicle Rental,The system shall allow fleet administrators to generate a monthly report of all security deposit records.,Functional,report,well-formed,0,0,,1,,16,
REQ-01351,Vehicle Rental,The system shall display the current status of each driver licence record on the renter dashboard.,Functional,read,well-formed,0,0,,1,,16,
REQ-01352,Vehicle Rental,The system shall send an email notification to the renter when a security deposit record is created.,Functional,notify,well-formed,0,0,,1,,17,
REQ-01353,Vehicle Rental,The system shall display a paginated list of damage reports with twenty entries per page.,Functional,read,well-formed,0,0,,1,,15,
REQ-01354,Vehicle Rental,The system shall allow renters to view the details of a selected maintenance log.,Functional,read,well-formed,0,0,,1,,14,
REQ-01355,Vehicle Rental,The system shall allow renters to download a vehicle listing as a PDF document.,Functional,export,well-formed,0,0,,1,,14,
REQ-01356,Vehicle Rental,The system shall allow renters to attach a supporting document to a maintenance log.,Functional,attachment,well-formed,0,0,,1,,14,
REQ-01357,Vehicle Rental,The system shall send an SMS alert to the renter when the status of a rental booking changes.,Functional,notify,well-formed,0,0,,1,,18,
REQ-01358,Vehicle Rental,The system shall allow renters to view the details of a selected extension request.,Functional,read,well-formed,0,0,,1,,14,
REQ-01359,Vehicle Rental,The system shall allow renters to delete a return inspection that is no longer required.,Functional,delete,well-formed,0,0,,1,,15,
REQ-01360,Vehicle Rental,The system shall allow fleet administrators to reject a return inspection with a mandatory reason.,Functional,workflow,well-formed,0,0,,1,,15,
REQ-01361,Vehicle Rental,The system shall allow renters to create a new damage report.,Functional,create,well-formed,0,0,,1,,11,
REQ-01362,Vehicle Rental,The system shall allow renters to view the details of a selected vehicle listing.,Functional,read,well-formed,0,0,,1,,14,
REQ-01363,Vehicle Rental,The system shall allow renters to save a rental booking for later use.,Functional,duplicate-pair,well-formed,0,0,VEH-DUP-1,1,,13,original of a near-duplicate pair
REQ-01364,Vehicle Rental,The system shall allow renters to bookmark a rental booking for future reference.,Functional,duplicate-pair,duplicate,0,1,VEH-DUP-1,0,,13,restates the requirement above
REQ-01365,Vehicle Rental,The system shall allow renters to cancel a maintenance log before it is processed.,Functional,duplicate-pair,well-formed,0,0,VEH-DUP-2,1,,14,original of a near-duplicate pair
REQ-01366,Vehicle Rental,The system shall allow renters to withdraw a maintenance log prior to processing.,Functional,duplicate-pair,duplicate,0,1,VEH-DUP-2,0,,13,restates the requirement above
REQ-01367,Vehicle Rental,The system shall allow renters to search for a maintenance log by rental date.,Functional,duplicate-pair,well-formed,0,0,VEH-DUP-3,1,,14,original of a near-duplicate pair
REQ-01368,Vehicle Rental,The system shall provide a search facility that locates a maintenance log using rental date.,Functional,duplicate-pair,duplicate,0,1,VEH-DUP-3,0,,15,restates the requirement above
REQ-01369,Vehicle Rental,The system shall send a confirmation message once a return inspection is submitted.,Functional,duplicate-pair,well-formed,0,0,VEH-DUP-4,1,,13,original of a near-duplicate pair
REQ-01370,Vehicle Rental,The system shall notify the renter after a return inspection has been submitted successfully.,Functional,duplicate-pair,duplicate,0,1,VEH-DUP-4,0,,14,restates the requirement above
REQ-01371,Vehicle Rental,The system shall allow fleet administrators to remove a insurance record from the system.,Functional,duplicate-pair,well-formed,0,0,VEH-DUP-5,1,,14,original of a near-duplicate pair
REQ-01372,Vehicle Rental,The system shall allow fleet administrators to delete an existing insurance record record.,Functional,duplicate-pair,duplicate,0,1,VEH-DUP-5,0,,13,restates the requirement above
REQ-01373,Vehicle Rental,The system shall allow renters to rate a completed rental booking from one to five stars.,Functional,duplicate-pair,well-formed,0,0,VEH-DUP-6,1,,16,original of a near-duplicate pair
REQ-01374,Vehicle Rental,The system shall allow renters to give a star rating between one and five for a finished rental booking.,Functional,duplicate-pair,duplicate,0,1,VEH-DUP-6,0,,19,restates the requirement above
REQ-01375,Vehicle Rental,The system shall handle insurance records appropriately.,Functional,under-specified,ambiguous,1,0,,0,appropriate|appropriately,7,
REQ-01376,Vehicle Rental,The system shall manage return inspections in an efficient manner.,Functional,under-specified,ambiguous,1,0,,0,efficient,10,
REQ-01377,Vehicle Rental,The system shall process a extension request as quickly as possible.,Functional,under-specified,ambiguous,1,0,,0,as quickly as possible|quickly,11,
REQ-01378,Vehicle Rental,The system should support various operations on damage reports as needed.,Functional,under-specified,ambiguous,1,0,,0,as needed|various,11,
REQ-01379,Vehicle Rental,The system shall provide adequate options for managing return inspections.,Functional,under-specified,ambiguous,1,0,,0,adequate,10,
REQ-01380,Vehicle Rental,The system shall display suitable information about each insurance record.,Functional,under-specified,ambiguous,1,0,,0,suitable,10,
REQ-01381,Vehicle Rental,The system shall deal with invalid vehicle listing data properly.,Functional,under-specified,ambiguous,1,0,,0,properly,10,
REQ-01382,Vehicle Rental,The system shall support most of the common actions on a vehicle listing.,Functional,under-specified,ambiguous,1,0,,0,common|most,13,
REQ-01383,Vehicle Rental,The system shall provide appropriate error messages when something goes wrong with a driver licence record.,Functional,under-specified,ambiguous,1,0,,0,appropriate|something goes wrong,16,
REQ-01384,Vehicle Rental,The system shall be able to work with a reasonable number of rental bookings.,Functional,under-specified,ambiguous,1,0,,0,reasonable,14,
REQ-01385,Vehicle Rental,The system shall recover and resume an interrupted rental booking submission within 10 seconds of reconnection.,Non-Functional,Reliability,well-formed,0,0,,1,,16,
REQ-01386,Vehicle Rental,The system shall take an automated backup of the driver licence record database every 6 hours.,Non-Functional,Reliability,well-formed,0,0,,1,,16,
REQ-01387,Vehicle Rental,The system shall retain vehicle listing records for 7 years before permanent deletion.,Non-Functional,Compliance,well-formed,0,0,,1,,13,
REQ-01388,Vehicle Rental,The system shall display any insurance record search result within 2 seconds for 95 percent of requests.,Non-Functional,Performance,well-formed,0,0,,1,,17,
REQ-01389,Vehicle Rental,The system shall expose all pickup schedule operations through a documented REST API.,Non-Functional,Interoperability,well-formed,0,0,,1,,13,
REQ-01390,Vehicle Rental,The system shall process at least 200 rental booking submissions per minute at peak load.,Non-Functional,Performance,well-formed,0,0,,1,,15,
REQ-01391,Vehicle Rental,The system shall allow a new renter to complete a rental booking within 3 minutes without external assistance.,Non-Functional,Usability,well-formed,0,0,,1,,18,
REQ-01392,Vehicle Rental,The system shall allow a renter to download all personal data held about them within 48 hours of request.,Non-Functional,Compliance,well-formed,0,0,,1,,19,
REQ-01393,Vehicle Rental,The system should be user-friendly and easy to use for all renters.,Non-Functional,Usability,ambiguous,1,0,,0,easy|user-friendly,12,
REQ-01394,Vehicle Rental,The system shall be secure and protect renter data appropriately.,Non-Functional,Security,ambiguous,1,0,,0,appropriate|appropriately,10,
REQ-01395,Vehicle Rental,The system shall load security deposit record pages quickly.,Non-Functional,Performance,ambiguous,1,0,,0,quickly,9,
REQ-01396,Vehicle Rental,The system shall validate all mandatory fields of a insurance record before saving it.,Functional,validation,well-formed,0,0,,1,,14,
REQ-01397,Vehicle Rental,The system shall send an SMS alert to the renter when the status of a damage report changes.,Functional,notify,well-formed,0,0,,1,,18,
REQ-01398,Vehicle Rental,The system shall restrict access to a driver licence record to the renter who created it.,Functional,authorization,well-formed,0,0,,1,,16,
REQ-01399,Vehicle Rental,The system shall allow fleet administrators to archive a security deposit record older than one year.,Functional,archival,well-formed,0,0,,1,,16,
REQ-01400,Vehicle Rental,The system shall allow renters to update an existing extension request.,Functional,update,well-formed,0,0,,1,,11,
REQ-01401,Event Management,The system shall allow event organisers to assign roles and permissions to a user account.,Functional,authorization,well-formed,0,0,,1,,15,
REQ-01402,Event Management,The system shall allow attendees to pay for a ticket using a credit or debit card.,Functional,payment,well-formed,0,0,,1,,16,
REQ-01403,Event Management,The system shall allow attendees to pay for a ticket using a UPI transaction.,Functional,payment,well-formed,0,0,,1,,14,
REQ-01404,Event Management,The system shall generate a printable invoice for every completed ticket.,Functional,payment,well-formed,0,0,,1,,11,
REQ-01405,Event Management,The system shall allow attendees to request a refund for a cancelled ticket.,Functional,payment,well-formed,0,0,,1,,13,
REQ-01406,Event Management,The system shall allow event organisers to apply a discount to a ticket before payment.,Functional,payment,well-formed,0,0,,1,,15,
REQ-01407,Event Management,The system shall allow attendees to view the payment history of all past tickets.,Functional,payment,well-formed,0,0,,1,,14,
REQ-01408,Event Management,The system shall mark a ticket as failed if the payment gateway returns an error.,Functional,payment,well-formed,0,0,,1,,15,
REQ-01409,Event Management,The system shall allow event organisers to generate a monthly report of all speaker profiles.,Functional,report,well-formed,0,0,,1,,15,
REQ-01410,Event Management,The system shall send an SMS alert to the attendee when the status of a venue record changes.,Functional,notify,well-formed,0,0,,1,,18,
REQ-01411,Event Management,The system shall record the date and time at which each venue record is modified.,Functional,audit,well-formed,0,0,,1,,15,
REQ-01412,Event Management,The system shall allow attendees to attach a supporting document to a sponsor entry.,Functional,attachment,well-formed,0,0,,1,,14,
REQ-01413,Event Management,The system shall display the current status of each sponsor entry on the attendee dashboard.,Functional,read,well-formed,0,0,,1,,15,
REQ-01414,Event Management,The system shall send an SMS alert to the attendee when the status of a event listing changes.,Functional,notify,well-formed,0,0,,1,,18,
REQ-01415,Event Management,The system shall allow attendees to create a new session schedule.,Functional,create,well-formed,0,0,,1,,11,
REQ-01416,Event Management,The system shall prevent a attendee from submitting a duplicate attendee feedback.,Functional,validation,well-formed,0,0,,1,,12,
REQ-01417,Event Management,The system shall validate all mandatory fields of a check-in record before saving it.,Functional,validation,well-formed,0,0,,1,,14,
REQ-01418,Event Management,The system shall send an SMS alert to the attendee when the status of a refund request changes.,Functional,notify,well-formed,0,0,,1,,18,
REQ-01419,Event Management,The system shall validate all mandatory fields of a attendee feedback before saving it.,Functional,validation,well-formed,0,0,,1,,14,
REQ-01420,Event Management,The system shall allow event organisers to view a dashboard summarising ticket counts by status.,Functional,report,well-formed,0,0,,1,,15,
REQ-01421,Event Management,The system shall allow event organisers to archive a speaker profile older than one year.,Functional,archival,well-formed,0,0,,1,,15,
REQ-01422,Event Management,The system shall restrict access to a sponsor entry to the attendee who created it.,Functional,authorization,well-formed,0,0,,1,,15,
REQ-01423,Event Management,The system shall allow attendees to update an existing seat allocation.,Functional,update,well-formed,0,0,,1,,11,
REQ-01424,Event Management,The system shall send an SMS alert to the attendee when the status of a check-in record changes.,Functional,notify,well-formed,0,0,,1,,18,
REQ-01425,Event Management,The system shall allow event organisers to approve a session schedule submitted by a attendee.,Functional,workflow,well-formed,0,0,,1,,15,
REQ-01426,Event Management,The system shall display a paginated list of session schedules with twenty entries per page.,Functional,read,well-formed,0,0,,1,,15,
REQ-01427,Event Management,The system shall allow event organisers to view a dashboard summarising seat allocation counts by status.,Functional,report,well-formed,0,0,,1,,16,
REQ-01428,Event Management,The system shall allow attendees to view the details of a selected event listing.,Functional,read,well-formed,0,0,,1,,14,
REQ-01429,Event Management,The system shall allow attendees to download a check-in record as a PDF document.,Functional,export,well-formed,0,0,,1,,14,
REQ-01430,Event Management,The system shall allow event organisers to archive a refund request older than one year.,Functional,archival,well-formed,0,0,,1,,15,
REQ-01431,Event Management,The system shall allow attendees to view the details of a selected speaker profile.,Functional,read,well-formed,0,0,,1,,14,
REQ-01432,Event Management,The system shall send an email notification to the attendee when a seat allocation is created.,Functional,notify,well-formed,0,0,,1,,16,
REQ-01433,Event Management,The system shall allow event organisers to archive a ticket older than one year.,Functional,archival,well-formed,0,0,,1,,14,
REQ-01434,Event Management,The system shall allow event organisers to reject a speaker profile with a mandatory reason.,Functional,workflow,well-formed,0,0,,1,,15,
REQ-01435,Event Management,The system shall allow event organisers to reject a session schedule with a mandatory reason.,Functional,workflow,well-formed,0,0,,1,,15,
REQ-01436,Event Management,The system shall allow event organisers to generate a monthly report of all attendee feedbacks.,Functional,report,well-formed,0,0,,1,,15,
REQ-01437,Event Management,The system shall maintain an audit log of every change made to a session schedule.,Functional,audit,well-formed,0,0,,1,,15,
REQ-01438,Event Management,The system shall allow attendees to create a new event listing.,Functional,create,well-formed,0,0,,1,,11,
REQ-01439,Event Management,The system shall validate all mandatory fields of a venue record before saving it.,Functional,validation,well-formed,0,0,,1,,14,
REQ-01440,Event Management,The system shall record the date and time at which each refund request is modified.,Functional,audit,well-formed,0,0,,1,,15,
REQ-01441,Event Management,The system shall allow attendees to sort the list of refund requests by date of creation.,Functional,search,well-formed,0,0,,1,,16,
REQ-01442,Event Management,The system shall allow attendees to delete a refund request that is no longer required.,Functional,delete,well-formed,0,0,,1,,15,
REQ-01443,Event Management,The system shall display the current status of each venue record on the attendee dashboard.,Functional,read,well-formed,0,0,,1,,15,
REQ-01444,Event Management,The system shall allow attendees to filter the list of event listings by status.,Functional,search,well-formed,0,0,,1,,14,
REQ-01445,Event Management,The system shall allow event organisers to approve a venue record submitted by a attendee.,Functional,workflow,well-formed,0,0,,1,,15,
REQ-01446,Event Management,The system shall allow event organisers to approve a speaker profile submitted by a attendee.,Functional,workflow,well-formed,0,0,,1,,15,
REQ-01447,Event Management,The system shall allow attendees to download a speaker profile as a PDF document.,Functional,export,well-formed,0,0,,1,,14,
REQ-01448,Event Management,The system shall allow event organisers to reject a venue record with a mandatory reason.,Functional,workflow,well-formed,0,0,,1,,15,
REQ-01449,Event Management,The system shall allow attendees to view the details of a selected check-in record.,Functional,read,well-formed,0,0,,1,,14,
REQ-01450,Event Management,The system shall display the current status of each check-in record on the attendee dashboard.,Functional,read,well-formed,0,0,,1,,15,
REQ-01451,Event Management,The system shall record the date and time at which each attendee feedback is modified.,Functional,audit,well-formed,0,0,,1,,15,
REQ-01452,Event Management,The system shall allow attendees to export the list of seat allocations as a CSV file.,Functional,export,well-formed,0,0,,1,,16,
REQ-01453,Event Management,The system shall maintain an audit log of every change made to a attendee feedback.,Functional,audit,well-formed,0,0,,1,,15,
REQ-01454,Event Management,The system shall allow attendees to sort the list of venue records by date of creation.,Functional,search,well-formed,0,0,,1,,16,
REQ-01455,Event Management,The system shall allow event organisers to view a dashboard summarising sponsor entry counts by status.,Functional,report,well-formed,0,0,,1,,16,
REQ-01456,Event Management,The system shall allow event organisers to view a dashboard summarising check-in record counts by status.,Functional,report,well-formed,0,0,,1,,16,
REQ-01457,Event Management,The system shall maintain an audit log of every change made to a check-in record.,Functional,audit,well-formed,0,0,,1,,15,
REQ-01458,Event Management,The system shall allow attendees to filter the list of tickets by status.,Functional,search,well-formed,0,0,,1,,13,
REQ-01459,Event Management,The system shall allow attendees to attach a supporting document to a ticket.,Functional,attachment,well-formed,0,0,,1,,13,
REQ-01460,Event Management,The system shall allow attendees to search for a sponsor entry by date.,Functional,search,well-formed,0,0,,1,,13,
REQ-01461,Event Management,The system shall allow attendees to update an existing venue record.,Functional,update,well-formed,0,0,,1,,11,
REQ-01462,Event Management,The system shall allow attendees to delete a session schedule that is no longer required.,Functional,delete,well-formed,0,0,,1,,15,
REQ-01463,Event Management,The system shall allow attendees to save a sponsor entry for later use.,Functional,duplicate-pair,well-formed,0,0,EVE-DUP-1,1,,13,original of a near-duplicate pair
REQ-01464,Event Management,The system shall allow attendees to bookmark a sponsor entry for future reference.,Functional,duplicate-pair,duplicate,0,1,EVE-DUP-1,0,,13,restates the requirement above
REQ-01465,Event Management,The system shall allow attendees to cancel a refund request before it is processed.,Functional,duplicate-pair,well-formed,0,0,EVE-DUP-2,1,,14,original of a near-duplicate pair
REQ-01466,Event Management,The system shall allow attendees to withdraw a refund request prior to processing.,Functional,duplicate-pair,duplicate,0,1,EVE-DUP-2,0,,13,restates the requirement above
REQ-01467,Event Management,The system shall allow attendees to search for a check-in record by date.,Functional,duplicate-pair,well-formed,0,0,EVE-DUP-3,1,,13,original of a near-duplicate pair
REQ-01468,Event Management,The system shall provide a search facility that locates a check-in record using date.,Functional,duplicate-pair,duplicate,0,1,EVE-DUP-3,0,,14,restates the requirement above
REQ-01469,Event Management,The system shall send a confirmation message once a attendee feedback is submitted.,Functional,duplicate-pair,well-formed,0,0,EVE-DUP-4,1,,13,original of a near-duplicate pair
REQ-01470,Event Management,The system shall notify the attendee after a attendee feedback has been submitted successfully.,Functional,duplicate-pair,duplicate,0,1,EVE-DUP-4,0,,14,restates the requirement above
REQ-01471,Event Management,The system shall allow event organisers to remove a attendee feedback from the system.,Functional,duplicate-pair,well-formed,0,0,EVE-DUP-5,1,,14,original of a near-duplicate pair
REQ-01472,Event Management,The system shall allow event organisers to delete an existing attendee feedback record.,Functional,duplicate-pair,duplicate,0,1,EVE-DUP-5,0,,13,restates the requirement above
REQ-01473,Event Management,The system shall allow attendees to rate a completed ticket from one to five stars.,Functional,duplicate-pair,well-formed,0,0,EVE-DUP-6,1,,15,original of a near-duplicate pair
REQ-01474,Event Management,The system shall allow attendees to give a star rating between one and five for a finished ticket.,Functional,duplicate-pair,duplicate,0,1,EVE-DUP-6,0,,18,restates the requirement above
REQ-01475,Event Management,The system shall handle venue records appropriately.,Functional,under-specified,ambiguous,1,0,,0,appropriate|appropriately,7,
REQ-01476,Event Management,The system shall manage seat allocations in an efficient manner.,Functional,under-specified,ambiguous,1,0,,0,efficient,10,
REQ-01477,Event Management,The system shall process a seat allocation as quickly as possible.,Functional,under-specified,ambiguous,1,0,,0,as quickly as possible|quickly,11,
REQ-01478,Event Management,The system should support various operations on tickets as needed.,Functional,under-specified,ambiguous,1,0,,0,as needed|various,10,
REQ-01479,Event Management,The system shall provide adequate options for managing event listings.,Functional,under-specified,ambiguous,1,0,,0,adequate,10,
REQ-01480,Event Management,The system shall display suitable information about each venue record.,Functional,under-specified,ambiguous,1,0,,0,suitable,10,
REQ-01481,Event Management,The system shall deal with invalid event listing data properly.,Functional,under-specified,ambiguous,1,0,,0,properly,10,
REQ-01482,Event Management,The system shall support most of the common actions on a refund request.,Functional,under-specified,ambiguous,1,0,,0,common|most,13,
REQ-01483,Event Management,The system shall provide appropriate error messages when something goes wrong with a refund request.,Functional,under-specified,ambiguous,1,0,,0,appropriate|something goes wrong,15,
REQ-01484,Event Management,The system shall be able to work with a reasonable number of venue records.,Functional,under-specified,ambiguous,1,0,,0,reasonable,14,
REQ-01485,Event Management,The system shall retain attendee feedback records for 7 years before permanent deletion.,Non-Functional,Compliance,well-formed,0,0,,1,,13,
REQ-01486,Event Management,The system shall process at least 200 ticket submissions per minute at peak load.,Non-Functional,Performance,well-formed,0,0,,1,,14,
REQ-01487,Event Management,The system shall display any session schedule search result within 2 seconds for 95 percent of requests.,Non-Functional,Performance,well-formed,0,0,,1,,17,
REQ-01488,Event Management,The system shall recover and resume an interrupted ticket submission within 10 seconds of reconnection.,Non-Functional,Reliability,well-formed,0,0,,1,,15,
REQ-01489,Event Management,The system shall allow a attendee to download all personal data held about them within 48 hours of request.,Non-Functional,Compliance,well-formed,0,0,,1,,19,
REQ-01490,Event Management,The system shall take an automated backup of the venue record database every 6 hours.,Non-Functional,Reliability,well-formed,0,0,,1,,15,
REQ-01491,Event Management,The system shall expose all event listing operations through a documented REST API.,Non-Functional,Interoperability,well-formed,0,0,,1,,13,
REQ-01492,Event Management,The system shall allow a new attendee to complete a ticket within 3 minutes without external assistance.,Non-Functional,Usability,well-formed,0,0,,1,,17,
REQ-01493,Event Management,The system should be user-friendly and easy to use for all attendees.,Non-Functional,Usability,ambiguous,1,0,,0,easy|user-friendly,12,
REQ-01494,Event Management,The system shall be secure and protect attendee data appropriately.,Non-Functional,Security,ambiguous,1,0,,0,appropriate|appropriately,10,
REQ-01495,Event Management,The system shall load session schedule pages quickly.,Non-Functional,Performance,ambiguous,1,0,,0,quickly,8,
REQ-01496,Event Management,The system shall display the current status of each event listing on the attendee dashboard.,Functional,read,well-formed,0,0,,1,,15,
REQ-01497,Event Management,The system shall allow attendees to sort the list of session schedules by date of creation.,Functional,search,well-formed,0,0,,1,,16,
REQ-01498,Event Management,The system shall allow attendees to download a seat allocation as a PDF document.,Functional,export,well-formed,0,0,,1,,14,
REQ-01499,Event Management,The system shall send an email notification to the attendee when a speaker profile is created.,Functional,notify,well-formed,0,0,,1,,16,
REQ-01500,Event Management,The system shall maintain an audit log of every change made to a ticket.,Functional,audit,well-formed,0,0,,1,,14,
REQ-01501,Real Estate Portal,The system shall allow portal administrators to assign roles and permissions to a user account.,Functional,authorization,well-formed,0,0,,1,,15,
REQ-01502,Real Estate Portal,The system shall allow buyers to pay for a listing using a credit or debit card.,Functional,payment,well-formed,0,0,,1,,16,
REQ-01503,Real Estate Portal,The system shall allow buyers to pay for a listing using a UPI transaction.,Functional,payment,well-formed,0,0,,1,,14,
REQ-01504,Real Estate Portal,The system shall generate a printable invoice for every completed listing.,Functional,payment,well-formed,0,0,,1,,11,
REQ-01505,Real Estate Portal,The system shall allow buyers to request a refund for a cancelled listing.,Functional,payment,well-formed,0,0,,1,,13,
REQ-01506,Real Estate Portal,The system shall allow portal administrators to apply a discount to a listing before payment.,Functional,payment,well-formed,0,0,,1,,15,
REQ-01507,Real Estate Portal,The system shall allow buyers to view the payment history of all past listings.,Functional,payment,well-formed,0,0,,1,,14,
